eventid,iyear,imonth,iday,extended,resolution,country_txt,provstate,city,specificity,vicinity,summary,crit1,crit2,crit3,doubtterr,alternative,alternative_txt,multiple,success,suicide,attacktype1,attacktype1_txt,attacktype2,attacktype2_txt,attacktype3,attacktype3_txt,targtype1,targtype1_txt,targsubtype1,targsubtype1_txt,corp1,target1,natlty1_txt,targtype2_txt,targsubtype2_txt,corp2,target2,natlty2_txt,targtype3_txt,targsubtype3_txt,corp3,target3,natlty3_txt,gname,gsubname,gname2,gsubname2,motive,guncertain1,guncertain2,individual,nperps,nperpcap,claimed,claimmode,claimmode_txt,claim2,claimmode2,claimmode2_txt,compclaim,weaptype1_txt,weapsubtype1_txt,weaptype2_txt,weapsubtype2_txt,weaptype3_txt,weapsubtype3_txt,weapdetail,nkill,nkillus,nkillter,nwound,nwoundus,nwoundte,property,ishostkid,nhostkid,nhostkidus,nhours,ndays,ransom,hostkidoutcome,hostkidoutcome_txt,nreleased,addnotes,scite1,scite2,scite3,dbsource,INT_LOG,INT_IDEO,INT_MISC,INT_ANY,related
200512200004,2005,12,20,0,,United States,Ohio,Cincinnati,1.0,0,"12/20/2005: A few hours after evening prayer, two pipe bombs exploded outside of the Islamic Association of Cincinnati, a mosque in Cincinnati, Ohio, United States. No claim of responsibility was made. No arrests have been made.",1,1,1,0,,,0.0,1,0,3,Bombing/Explosion,,,,,15,Religious Figures/Institutions,86.0,Place of Worship,Mosque,Islamic Association of Cincinnati,United States,,,,,,,,,,,Unknown,,,,"While the motive for this attack is unknown, a number of threats have been made against this mosque.  The threats have attacked the religon in general.",0.0,,0,-99.0,0.0,0,,,,,,,Explosives,Pipe Bomb,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,,,,,,,,,,"""Clerfy, officials condemn Ohio mosque bombing,"" Associated Press, December 21, 2005","""FBI notes fourth anniversary of bombing at Islamic Association of Cincinnati,"" US Fed News, December 18, 2009.",,UMD Miscellaneous,-9,-9,0,-9,
200601170007,2006,1,17,0,,United States,Washington,Camano,1.0,0,"01/17/2006: A $3 million dollar home under construction on Camano Island near Seattle, Washington, United States, was completely destroyed in an arson attack. The home belonged to Karla and Mark Verbarendse. There were no casualties and the Earth Liberation Front claimed responsibility.",1,1,1,0,,,0.0,1,0,7,Facility/Infrastructure Attack,,,,,14,Private Citizens & Property,76.0,House/Apartment/Residence,Unknown,House belonging to Karla and Mark Verbarendse,United States,,,,,,,,,,,Earth Liberation Front (ELF),,,,Unknown,0.0,,0,,0.0,1,5.0,Note left at scene,,,,-9.0,Incendiary,Arson/Fire,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,,,,,,,,,,"“Terrorism: Criminal Nature,” The Seattle Post-Intelligencer, January 19, 2006.","Kaitlin Manry, “Ecoterrorism Fire Victims Rebuild, Move On ELF Claimed Responsibility for Camano Home Blaze,” The Seattle Post-Intelligencer, August 14, 2006.","Nancy Bartley, “Fed Agency Probes Bainbridge Fire,” The Seattle Times, June 28, 2006.",CETIS,0,1,0,1,
200603030013,2006,3,3,0,,United States,North Carolina,Chapel Hill,1.0,0,"3/3/2006: Mohammed Reza Taheri-azar rented a Jeep Cherokee and drove it through a crowed of people gathered in ""The Pit"" on the University of North Carolina- Chapel Hill campus in North Carolina, United States. His intention was to hurt or kill people in order to ""avenge the deaths of Muslims around the world.""  He was acting alone. Although he was born in Iran, he was raised in the United States and was a citizen of the United States.",1,1,1,0,,,0.0,1,0,8,Unarmed Assault,,,,,14,Private Citizens & Property,70.0,Student,Students,"Students gathered the University of North Carolina campus in an area called ""The Pit""",United States,,,,,,,,,,,Muslim extremists,,,,"Mohammed Reza Taheri-azar wanted to hurt people in order to ""avenge the deaths of Muslims around the world.""",0.0,,1,1.0,1.0,1,8.0,Personal claim,,,,0.0,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",,,,,,"The individual drove a Jeep Cherokee into a group of students gathered in an area known as ""The Pit"".",0.0,0.0,0.0,9.0,0.0,0.0,0,0.0,,,,,,,,,"The individual drove his rented Jeep Cherokee into a common gathering area, with the intention of killing people, in order to  ""avenge the deaths of Muslims around the world.""  He was born in Iran, but grew up in the United States and became a full U.S. citizen in 1991. He appears to have acted alone.","Karin Rives, ""UNC attacker sought revenge; But Mohammed Reza Taheri-azar appears to have acted alone, campus police say"", The News and Observer, March 5, 2006","Jim Nesbitt, ""UNC attack called terror; Experts say driver was, luckily, inept"", The News & Observer, March 14, 2006","Emery P. Dalesio, ""Suspect rented SUV to maximize injuries in UNC attack, police say"", The Associated Press, March 8, 2006",UMD Miscellaneous,-9,-9,0,-9,
200604030036,2006,4,3,0,,United Kingdom,England,Edmonton,1.0,0,"04/03/2006: A bank branch of the Turkish Bank in northern London in the neighborhood of Edmonton was damaged after 11:30 p.m. in an overnight gasoline-bomb attack, suffering damage. No group claimed responsibility for the attack.",1,1,1,0,,,1.0,1,0,7,Facility/Infrastructure Attack,,,,,1,Business,3.0,Bank/Commerce,Banking Industry in the Great Britain,Turkish Bank branch in London,Turkey,,,,,,,,,,,Unknown,,,,Unknown,0.0,,0,,0.0,0,,,,,,,Incendiary,Gasoline or Alcohol,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,,,,,,,,,"The Edmonton branch opened Tuesday, April 4 for normal business.","“Turkish Banks in London Damaged in Fire-bomb Attacks,” Associated Press Worldstream, April 04, 2006.","""Equilibrium - Turkey's East-West Paradigm, Turkish Daily News, April 16, 2006.","“Petrol Bomb Attacks on Turkish Banks,” The Evening Standard (London), April 04, 2006.",CETIS,-9,-9,1,1,"200604030036, 200604030037, 200604030038"
200604030037,2006,4,3,0,,United Kingdom,England,Harringay,1.0,0,"04/03/2006: A bank branch of the Turkish Bank in northern London in the neighborhood of Harringay was damaged after 11:30 p.m. in an overnight gasoline-bomb attack, suffering damage. No group claimed responsibility for the attack.",1,1,1,0,,,1.0,1,0,7,Facility/Infrastructure Attack,,,,,1,Business,3.0,Bank/Commerce,Banking Industry in the Great Britain,Turkish Bank branch in London,Turkey,,,,,,,,,,,Unknown,,,,Unknown,0.0,,0,,0.0,0,,,,,,,Incendiary,Gasoline or Alcohol,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,,,,,,,,,The Harringay branch remained closed on Tuesday April 4 for forensic officers to conduct a search of the site.,"“Turkish Banks in London Damaged in Fire-bomb Attacks,” Associated Press Worldstream, April 04, 2006.","""Equilibrium - Turkey's East-West Paradigm, Turkish Daily News, April 16, 2006.","“Petrol Bomb Attacks on Turkish Banks,” The Evening Standard (London), April 04, 2006.",CETIS,-9,-9,1,1,"200604030036, 200604030037, 200604030038"
200604030038,2006,4,3,0,,United Kingdom,England,Stoke Newington,1.0,0,04/03/2006: A Turkish bank branch of Ziraat Bankasi was attacked between 11:30 p.m. and 3:00 a.m. in the Stoke Newington neighborhood of northern London in an overnight gasoline-bomb attack. No group claimed responsibility for the attack.,1,1,1,0,,,1.0,1,0,7,Facility/Infrastructure Attack,,,,,1,Business,3.0,Bank/Commerce,Banking Industry in the Great Britain,Ziraat Bankasi branch in London,Turkey,,,,,,,,,,,Unknown,,,,Unknown,0.0,,0,,0.0,0,,,,,,,Incendiary,Gasoline or Alcohol,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,-9,0.0,,,,,,,,,,"“Turkish Banks in London Damaged in Fire-bomb Attacks,” Associated Press Worldstream, April 04, 2006.","""Equilibrium - Turkey's East-West Paradigm, Turkish Daily News, April 16, 2006.","“Petrol Bomb Attacks on Turkish Banks,” The Evening Standard (London), April 04, 2006.",CETIS,-9,-9,1,1,"200604030036, 200604030037, 200604030038"
200604130013,2006,4,13,0,,United Kingdom,Northern Ireland,Londonderry,1.0,0,"04/13/2006: British army explosives experts dismantled a crude van bomb that failed to detonate after it was left overnight near the main police station after gunmen hijacked a van the previous night on the Catholic west side of Londonderry, Northern Ireland and loaded the bomb into the back of the vehicle. The Irish Republican Army is suspected in the attack, but there was no claim of responsibility issued.",1,1,1,0,,,0.0,0,0,3,Bombing/Explosion,,,,,3,Police,22.0,"Police Building (headquarters, station, school)",Police Force in Londonderry,Police station in Londonderry,Northern Ireland,,,,,,,,,,,Irish Republican Army (IRA),,,,Unknown,1.0,,0,,0.0,0,,,,,,,Explosives,Vehicle,,,,,Bomb was a crude van bomb put together using a detonator attached to fuel-filled cylinders,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,"Police said the driver was ordered to abandon his vehicle outside Strand Road Police Station, and he did at 12:30 am. Nine residences were evacuated for several hours Thursday while army experts blew off the vehicle's doors and took apart the bomb using a remote-controlled robot. --No group of the IRA claimed responsibility, but police and politicians blamed the IRA dissidents, instigated by the fact the Pat Ramsay, the Catholic former mayor of Londonderry, has been a target of attacks due to his support of the Protestant police force.","“British army experts dismantle van bomb near N. Ireland police station,” Associated Press Worldstream, April 13, 2006.","SUN WIRE SERVICES, “ULSTER BOMB DEFUSED,” The Toronto Sun, April 14, 2006.",,CETIS,0,0,1,1,
200606300004,2006,6,30,0,,United States,California,Los Angeles,1.0,0,"06/30/2006: An incendiary device that consisted of 'a bottle filled with a flammable liquid' was mistakenly left on the doorstep of a 70 year old Bel Air, California, United States, resident on June 30, 2006. The intended recipient was Lynn Fairbanks, a University of California – Los Angeles (UCLA) professor of psychiatry and behavioral sciences who was also a neighbor of the victim. Since the bomb failed to detonate, no casualties resulted from this attack. Animal Liberation Front (ALF) claimed responsibility for this incident.",1,1,1,0,,,0.0,0,0,3,Bombing/Explosion,,,,,8,Educational Institution,48.0,Teacher/Professor/Instructor,Unknown,"Lynn Fairbanks, a University of California – Los Angeles (UCLA) professor of psychiatry and behavioral sciences",United States,,,,,,,,,,,Animal Liberation Front (ALF),,,,"In a statement posted on its website, ALF claimed that Fairbanks and her team were ""breeding monkeys for painful addiction experiments"".",0.0,,0,,,1,7.0,"Posted to website, blog, etc.",,,,,Incendiary,Arson/Fire,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,,"City News Service, July 12, 2006.","“ANIMAL LIBERATION GROUP TAKES RESPONSIBILITY FOR TERRORIST ATTACK ON ELDERLY WOMAN WHO WAS UNINTENDED TARGET - REWARD FOR INFORMATION OFFERED,” US Fed News, July 12, 2006.","Julia Erlandson & Daily Bruin, “Group claims it attempted bombing of UCLA faculty member's home,” University Wire, July 17, 2006.",CETIS,0,1,0,1,
200607120007,2006,7,12,0,,United States,California,Los Angeles,1.0,0,"07/12/2006:The Animal Liberation Front (ALF) accidentally targeted an elder woman's house with a bomb in Bel Air, California, United States. The device failed to go off but authorities stressed that had it detonated it is very likely that the woman would have been killed.",1,1,1,0,,,0.0,0,0,3,Bombing/Explosion,,,,,14,Private Citizens & Property,,,Unknown,Unknown,United States,,,,,,,,,,,Animal Liberation Front (ALF),,,,Unknown,0.0,,0,,0.0,1,10.0,Unknown,,,,-9.0,Explosives,Unknown Explosive Type,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,,"“Animal Liberation group takes responsibility for terrorist attack on elderly woman who was unintended target- Reward for information Offered.” US Fed News.  July 12, 2006.",,,CETIS,0,1,0,1,
200607280004,2006,7,28,0,,United States,Washington,Seattle,1.0,0,"7/28/2006: Naveed Afzal Haq forced his way into Jewish Federation of Greater Seattle, headquarters of the philanthropic organization, building by holding a gun to the head of a teenage girl. He then shot 6 women working there, killing one of them and injuring the other five. One of the victims called 911. Dispatchers calmed Haq and he exited the building with his hands on his head, where police arrested him.",1,1,1,1,2.0,Other Crime Type,0.0,1,0,2,Armed Assault,,,,,1,Business,,,Jewish Philanthropic Organization,Jewish Federation of Greater Seattle,United States,,,,,,,,,,,Anti-Semitic extremists,,,,"Upon entering the building, Naveed Afzal Haq stated, ""I'm Muslim American.  I'm angry at Israel.""  He also stated to a 911 dispatcher that, ""These are Jews and I'm tired of getting pushed around and our people getting pushed around by the situation in the Middle East.""",0.0,,1,1.0,1.0,1,8.0,Personal claim,,,,0.0,Firearms,Handgun,,,,,,1.0,1.0,0.0,5.0,0.0,0.0,0,0.0,,,,,,,,,The mental state of the individual has been questioned.  He has been arrested in the past for indecent exposure and had a history of mental problems.,"Sharyn L. Decker, ""Multiple Charges Filed in Seattle Shootings Six were Attacked at Jewish Center"", The Washington Post, July 30, 2006.","Toby Harden, ""Muslim shoots six in the US and blames Israel"", The Sunday Telegraph, July 30, 2006.","Stuart Winter, ""Women are shot by gunman in rampage against US Jews"", Sunday Express, July 30, 2006.",UMD Miscellaneous,-9,-9,0,-9,
200609110007,2006,9,11,0,,United States,Iowa,Davenport,1.0,0,"09/11/2006: At approximately 4:30 a.m. local time, an individual drove his vehicle into the Edgerton Women's Health Center in Davenport, Iowa, United States, and subsequently set the vehicle on fire. David Robert McMenemy of Michigan was arrested, charged with ‘arson against a business affecting interstate commerce’, and sentenced to five years in prison for committing this attack. McMenemy mistakenly thought that this facility performed abortions. No proof was revealed that McMenemy was associated with any anti-abortion group. No casualties resulted from this attack, although property damage did occur. No group claimed responsibility for the attack.",1,1,1,0,,,0.0,1,0,7,Facility/Infrastructure Attack,,,,,1,Business,6.0,Medical/Pharmaceutical,Unknown,Edgerton Women's Health Center,United States,,,,,,,,,,,Anti-Abortion extremists,,,,McMenemy mistakenly thought that this facility performed abortions.,0.0,,1,1.0,1.0,1,8.0,Personal claim,,,,,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",,Incendiary,Gasoline or Alcohol,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,,,,,,,,,,"“Man accused of ramming car into women's clinic in Davenport,” The Associated Press State & Local Wire, September 12, 2006.","“Detroit man gets 5 years for burning Davenport women's clinic,” The Associated Press State & Local Wire, June 30, 2007.",,CETIS,-9,-9,0,-9,
200609230015,2006,9,23,0,,United Kingdom,Northern Ireland,Castlederg,1.0,0,"9/23/2006: A ""viable"" makeshift pipe bomb was thrown over a wall onto the grounds of a police station in Castlederg, County Tyrone, Northern Ireland. Bomb disposal experts from the British Army defused the device and there were no injuries reported. A representative of the group Oglaigh na hEireann (ONH) called the Irish News, claiming responsibility for the attack.",1,1,1,0,,,0.0,0,0,3,Bombing/Explosion,,,,,3,Police,22.0,"Police Building (headquarters, station, school)",Northern Ireland Police,Police Station,Northern Ireland,,,,,,,,,,,Oglaigh na hEireann,,,,Unknown,0.0,,0,-99.0,0.0,1,2.0,Call (post-incident),,,,0.0,Explosives,Pipe Bomb,,,,,A makeshift pipe bomb,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,,"""Device found at police station,"" Irish News, September 26, 2006.",,,UMD Miscellaneous,0,0,1,1,
200611240010,2006,11,24,0,,United Kingdom,Northern Ireland,Belfast,1.0,0,11/24/2006: Protestant hitman Michael Stone breached the security at a conference where Northern Ireland’s main parties were meeting with a bag full of at least six nail bombs and possibly other weapons. Stone was not able to detonate the devices before being apprehended by authorities. No one was hurt in the incident and it appeared that Stone was acting on his own.,1,1,1,0,,,0.0,0,0,3,Bombing/Explosion,,,,,2,Government (General),18.0,"Government Personnel (excluding police, military)",Unknown,Unknown,Northern Ireland,,,,,,,,,,,Protestant extremists,,,,Unknown,0.0,,0,1.0,1.0,1,8.0,Personal claim,,,,0.0,Explosives,Other Explosive Type,Fake Weapons,,,,Nail bombs and fake handgun were used in the attack.,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,"The perpetrator, Michael Stone, was arrested at the incident and charged with attempted murder of the leaders of the nationalist Sinn Fein party, two security guards, and one unknown person.  He was also charged with possession of articles for terrorist purposes and explosives.  He was a former member of the Ulster Defence Association (UDA), who was a convicted killer freed under the Northern Ireland Peace Agreement.  This incident disrupted a key assembly meeting, where the two leading parties, Sinn Fein and the Democratic Unionist Party, were brokering a power sharing agreement.","“Northern Ireland Talks to Resume After Paramilitary Attack,” Agence France Presse, November 27, 2006.","“Security Increased at Northern Ireland Assembly Following Thwarted Nail-Bomb Attack,” Associated Press Worldstream, November 27, 2006.","“Catholics Accuse Outlawed UDA of Role in Thwarted Attack on Northern Ireland Assembly,” The Associated Press, November 28, 2006.",CETIS,-9,-9,1,1,
200701180009,2007,1,18,0,,United Kingdom,England,Chelmsley Wood,1.0,0,"01/18/2007: An explosives-laden letter was identified and defused at the Forensic Science Service (FSS) office at the Birmingham Business Park in Chelmsley Wood, England, United Kingdom. This was one of seven related letter bomb attacks carried out by the same assailant from January 18, 2007 to February 7, 2007. Miles Cooper was arrested in February 2007 and convicted in September 2007. During the trial he acknowledged that he sent the letters but was hoping to cause fear rather than harm. He stated that his goal was ""ultimately to highlight my cause."" He claimed to target organizations linked to control, surveillance, and monitoring by the government.",1,1,1,0,,,1.0,0,0,3,Bombing/Explosion,,,,,2,Government (General),21.0,Government Building/Facility/Office,Forensic Science Service (FSS),Building,United Kingdom,,,,,,,,,,,Anti-Government Group,,,,"Cooper claimed responsibility and stated that his goal was ""ultimately to highlight my cause."" He claimed to target organizations linked to control, surveillance, and monitoring by the government.",0.0,,0,1.0,1.0,1,8.0,Personal claim,,,,,Explosives,Letter Bomb,,,,,A5 padded bag with a firework-type explosive device,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,,"""The seven UK 'mail bomb' devices,"" BBC News, September 28, 2007.","""Man convicted over letter bombs,"" BBC News, September 27, 2007.","""Police link post bombs,"" Coventry Telegraph, February 8, 2007.",UMD Miscellaneous,-9,-9,0,-9,"200701180009, 200701180010, 200701180011, 200702030013, 200702050006, 200702060039, 200702070001"
